/Q_2 (VDDL=0.4) X,/Q_2 (VDDL=0.4) Y,/Q_2 (VDDL=0.425) X,/Q_2 (VDDL=0.425) Y,/Q_2 (VDDL=0.45) X,/Q_2 (VDDL=0.45) Y,/Q_2 (VDDL=0.475) X,/Q_2 (VDDL=0.475) Y,/Q_2 (VDDL=0.5) X,/Q_2 (VDDL=0.5) Y,/Q_2 (VDDL=0.525) X,/Q_2 (VDDL=0.525) Y,/Q_2 (VDDL=0.55) X,/Q_2 (VDDL=0.55) Y,/Q_2 (VDDL=0.575) X,/Q_2 (VDDL=0.575) Y,/Q_2 (VDDL=0.6) X,/Q_2 (VDDL=0.6) Y,/Q_2 (VDDL=0.625) X,/Q_2 (VDDL=0.625) Y,/Q_2 (VDDL=0.65) X,/Q_2 (VDDL=0.65) Y,/Q_2 (VDDL=0.675) X,/Q_2 (VDDL=0.675) Y,/Q_2 (VDDL=0.7) X,/Q_2 (VDDL=0.7) Y,/Q_2 (VDDL=0.725) X,/Q_2 (VDDL=0.725) Y,/Q_2 (VDDL=0.75) X,/Q_2 (VDDL=0.75) Y,/Q_2 (VDDL=0.775) X,/Q_2 (VDDL=0.775) Y,/Q_2 (VDDL=0.8) X,/Q_2 (VDDL=0.8) Y,/Q_2 (VDDL=0.825) X,/Q_2 (VDDL=0.825) Y,/Q_2 (VDDL=0.85) X,/Q_2 (VDDL=0.85) Y,/Q_2 (VDDL=0.875) X,/Q_2 (VDDL=0.875) Y,/Q_2 (VDDL=0.9) X,/Q_2 (VDDL=0.9) Y
0.3600000000000002,4.457873300457959e-07,0.3600000000000002,7.970944749219202e-07,0.3600000000000002,1.435300768089829e-06,0.3600000000000002,2.6047198952919e-06,0.3600000000000002,4.763880384992173e-06,0.3600000000000002,8.774914248240518e-06,0.3600000000000002,1.625862318286075e-05,0.3600000000000002,3.025280574982388e-05,0.3600000000000002,5.641067096372528e-05,0.3600000000000002,0.0001051194194689334,0.3600000000000002,0.0001950745859367256,0.3600000000000002,0.000358868594733662,0.3600000000000002,0.0006506558931623097,0.3600000000000002,0.001154276709872263,0.3600000000000002,0.001987052343172649,0.3600000000000002,0.003291950174548143,0.3600000000000002,0.005214833197367344,0.3600000000000002,0.007875971288345166,0.3600000000000002,0.01135181489827594,0.3600000000000002,0.01567160235069043,0.3600000000000002,0.02082122080378799
0.3780000000000002,2.481804648303981e-07,0.3780000000000002,4.509927357627891e-07,0.3780000000000002,8.247189990960607e-07,0.3780000000000002,1.517221738441901e-06,0.3780000000000002,2.807831919129406e-06,0.3780000000000002,5.225351892374608e-06,0.3780000000000002,9.77140342841327e-06,0.3780000000000002,1.833980086702463e-05,0.3780000000000002,3.449336453967364e-05,0.3780000000000002,6.487182385714622e-05,0.3780000000000002,0.0001216571758866801,0.3780000000000002,0.000226660184516728,0.3780000000000002,0.0004175085475197701,0.3780000000000002,0.0007556302205045406,0.3780000000000002,0.001333560268652787,0.3780000000000002,0.002275752625189579,0.3780000000000002,0.003725989798951504,0.3780000000000002,0.005821659445849292,0.3780000000000002,0.008667870017931989,0.3780000000000002,0.01232510592230555,0.3780000000000002,0.01680935622576487
0.3960000000000002,1.381846136383149e-07,0.3960000000000002,2.540350906373479e-07,0.3960000000000002,4.708067458670952e-07,0.3960000000000002,8.773500281292236e-07,0.3960000000000002,1.642602007886052e-06,0.3960000000000002,3.088495985669438e-06,0.3960000000000002,5.829093192635966e-06,0.3960000000000002,1.103457292132964e-05,0.3960000000000002,2.092709995980584e-05,0.3960000000000002,3.969717772156507e-05,0.3960000000000002,7.515417022249767e-05,0.3960000000000002,0.0001415817040679098,0.3960000000000002,0.0002643684888945855,0.3960000000000002,0.0004867486200429563,0.3960000000000002,0.0008778367965519139,0.3960000000000002,0.0015385055775886,0.3960000000000002,0.002598497852908378,0.3960000000000002,0.004199234598589946,0.3960000000000002,0.00646684365793398,0.3960000000000002,0.009490592736691564,0.3960000000000002,0.0133160172740351
0.4140000000000003,7.755372195338056e-08,0.4140000000000003,1.432274814949845e-07,0.4140000000000003,2.680570746157002e-07,0.4140000000000003,5.051092952911402e-07,0.4140000000000003,9.559325274887102e-07,0.4140000000000003,1.81528902676562e-06,0.4140000000000003,3.457130541635282e-06,0.4140000000000003,6.599178388006165e-06,0.4140000000000003,1.261560997923016e-05,0.4140000000000003,2.412388059532608e-05,0.4140000000000003,4.606497797535949e-05,0.4140000000000003,8.763318199179337e-05,0.4140000000000003,0.0001655644047059078,0.4140000000000003,0.0003093278648740307,0.4140000000000003,0.0005683187425611993,0.4140000000000003,0.001019576475718069,0.4140000000000003,0.001771536566872846,0.4140000000000003,0.002956894928037033,0.4140000000000003,0.004711497869985749,0.4140000000000003,0.007148114756964661,0.4140000000000003,0.01034025372536912
0.4320000000000003,4.425818596329134e-08,0.4320000000000003,8.130931024024228e-08,0.4320000000000003,1.528483202632669e-07,0.4320000000000003,2.904166748484337e-07,0.4320000000000003,5.547602015493132e-07,0.4320000000000003,1.063116110169101e-06,0.4320000000000003,2.042000272096752e-06,0.4320000000000003,3.929025931810788e-06,0.4320000000000003,7.568193035206449e-06,0.4320000000000003,1.458097799641863e-05,0.4320000000000003,2.806123804756198e-05,0.4320000000000003,5.384739462147791e-05,0.4320000000000003,0.0001027712139378887,0.4320000000000003,0.0001944188440114567,0.4320000000000003,0.0003628758492055815,0.4320000000000003,0.0006642048794849005,0.4320000000000003,0.001183369231208076,0.4320000000000003,0.002035132981746274,0.4320000000000003,0.003352427047862662,0.4320000000000003,0.005262547653344339,0.4320000000000003,0.007863624139817066
0.4500000000000003,2.59380827453693e-08,0.4500000000000003,4.678615415704178e-08,0.4500000000000003,8.767232336428633e-08,0.4500000000000003,1.672779619060247e-07,0.4500000000000003,3.218116637252996e-07,0.4500000000000003,6.215806059042367e-07,0.4500000000000003,1.203239195059225e-06,0.4500000000000003,2.332405933078165e-06,0.4500000000000003,4.524728469573642e-06,0.4500000000000003,8.778288069837911e-06,0.4500000000000003,1.701477046176049e-05,0.4500000000000003,3.290265700477303e-05,0.4500000000000003,6.335326221299597e-05,0.4500000000000003,0.0001211306065794644,0.4500000000000003,0.0002291175124662416,0.4500000000000003,0.0004265714855040088,0.4500000000000003,0.0007766366057603045,0.4500000000000003,0.001371890947407575,0.4500000000000003,0.002331720795419128,0.4500000000000003,0.0037863619615004,0.4500000000000003,0.005852078244296724
0.4680000000000003,1.578702276501835e-08,0.4680000000000003,2.750155850316011e-08,0.4680000000000003,5.083964833346146e-08,0.4680000000000003,9.68414647664406e-08,0.4680000000000003,1.870384043882227e-07,0.4680000000000003,3.634858350127919e-07,0.4680000000000003,7.083895629363425e-07,0.4680000000000003,1.382442864018998e-06,0.4680000000000003,2.699456600356956e-06,0.4680000000000003,5.270842519949393e-06,0.4680000000000003,1.02829201926108e-05,0.4680000000000003,2.002217148520957e-05,0.4680000000000003,3.885039269245685e-05,0.4680000000000003,7.496042000372879e-05,0.4680000000000003,0.0001433897716653315,0.4680000000000003,0.0002708105715611465,0.4680000000000003,0.0005022050958984977,0.4680000000000003,0.0009080635926722365,0.4680000000000003,0.001587894660178322,0.4680000000000003,0.002663561525719526,0.4680000000000003,0.00425968125171816
0.4860000000000003,1.00972097433265e-08,0.4860000000000003,1.667164652907656e-08,0.4860000000000003,2.998725313943964e-08,0.4860000000000003,5.656181057770371e-08,0.4860000000000003,1.091824563591565e-07,0.4860000000000003,2.129662559072204e-07,0.4860000000000003,4.172746114613317e-07,0.4860000000000003,8.191076396137093e-07,0.4860000000000003,1.608920352952768e-06,0.4860000000000003,3.159955667114286e-06,0.4860000000000003,6.201254922361856e-06,0.4860000000000003,1.214931126816912e-05,0.4860000000000003,2.373412108234673e-05,0.4860000000000003,4.615378567136219e-05,0.4860000000000003,8.912932775555232e-05,0.4860000000000003,0.0001703625900142934,0.4860000000000003,0.0003208466222620652,0.4860000000000003,0.0005918052338799361,0.4860000000000003,0.001061122886374211,0.4860000000000003,0.001834127259273033,0.4860000000000003,0.003032665082193465
0.5040000000000003,6.857178700859571e-09,0.5040000000000003,1.053856307536333e-08,0.5040000000000003,1.813289360900957e-08,0.5040000000000003,3.348815017620843e-08,0.5040000000000003,6.419572875198147e-08,0.5040000000000003,1.252464199134535e-07,0.5040000000000003,2.46251251828807e-07,0.5040000000000003,4.856859643786541e-07,0.5040000000000003,9.589351630669887e-07,0.5040000000000003,1.893307756004344e-06,0.5040000000000003,3.735384854390468e-06,0.5040000000000003,7.358805391971209e-06,0.5040000000000003,1.44616854119562e-05,0.5040000000000003,2.831330072397465e-05,0.5040000000000003,5.511968107893422e-05,0.5040000000000003,0.0001064196245903653,0.5040000000000003,0.0002030208675625512,0.5040000000000003,0.0003807942485831812,0.5040000000000003,0.0006976405079905722,0.5040000000000003,0.001238596562957631,0.5040000000000003,0.002113249212249579
0.5220000000000004,4.974730032402406e-09,0.5220000000000004,7.026014679419522e-09,0.5220000000000004,1.135212522215426e-08,0.5220000000000004,2.022692592847574e-08,0.5220000000000004,3.815918545729311e-08,0.5220000000000004,7.409664977882041e-08,0.5220000000000004,1.457978820263777e-07,0.5220000000000004,2.88494661587374e-07,0.5220000000000004,5.720234756035682e-07,0.5220000000000004,1.134613234862129e-06,0.5220000000000004,2.249228299044022e-06,0.5220000000000004,4.453008031547205e-06,0.5220000000000004,8.797455725515804e-06,0.5220000000000004,1.732538343448336e-05,0.5220000000000004,3.396159646364082e-05,0.5220000000000004,6.612512484237505e-05,0.5220000000000004,0.0001275096104091701,0.5220000000000004,0.0002425190888772889,0.5220000000000004,0.000452462022640059,0.5220000000000004,0.0008222126270351164,0.5220000000000004,0.001443358568612237
0.5400000000000004,3.854161269723947e-09,0.5400000000000004,4.985691977034339e-09,0.5400000000000004,7.442253180041749e-09,0.5400000000000004,1.256981333960733e-08,0.5400000000000004,2.30491993883009e-08,0.5400000000000004,4.422481980373762e-08,0.5400000000000004,8.675074536673102e-08,0.5400000000000004,1.718546862935276e-07,0.5400000000000004,3.417922877398991e-07,0.5400000000000004,6.805588945485744e-07,0.5400000000000004,1.354779379045041e-06,0.5400000000000004,2.694012750201138e-06,0.5400000000000004,5.347298437970956e-06,0.5400000000000004,1.058504366154944e-05,0.5400000000000004,2.087200182772427e-05,0.5400000000000004,4.09292501464803e-05,0.5400000000000004,7.963252780420506e-05,0.5400000000000004,0.0001532185055173739,0.5400000000000004,0.0002902202708922052,0.5400000000000004,0.0005379139261422588,0.5400000000000004,0.0009682368125094216
