/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:tt) X,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:tt) Y,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:ss) X,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:ss) Y,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:sf) X,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:sf) Y,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:fs) X,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:fs) Y,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:ff) X,/Q (modelFiles=hlmc_55lp_v1p9_spe.lib:ff) Y
0.6000000000000002,0.5842168635102966,0.6000000000000002,0.5621239451066706,0.6000000000000002,0.7158212117954754,0.6000000000000002,0.561202862436524,0.6000000000000002,0.6159717495552185
0.6240000000000002,0.5581991590607779,0.6240000000000002,0.5370127448501965,0.6240000000000002,0.6305506380784714,0.6240000000000002,0.541191154328002,0.6240000000000002,0.5898787766777799
0.6480000000000002,0.5339461211126381,0.6480000000000002,0.5141798869066135,0.6480000000000002,0.5840081933074577,0.6480000000000002,0.5221085039804185,0.6480000000000002,0.5647731016614989
0.6720000000000003,0.5111022020674773,0.6720000000000003,0.492850509250256,0.6720000000000003,0.5484239337437337,0.6720000000000003,0.5039200500419518,0.6720000000000003,0.5406341507902439
0.6960000000000003,0.4894937475379976,0.6960000000000003,0.4726027232752255,0.6960000000000003,0.5180437905085338,0.6960000000000003,0.4865888366221198,0.6960000000000003,0.5174951512422581
0.7200000000000003,0.4690468195976181,0.7200000000000003,0.4531926303294744,0.7200000000000003,0.4907159560531227,0.7200000000000003,0.4700728571684473,0.7200000000000003,0.4954237330569828
0.7440000000000003,0.4497420752756007,0.7440000000000003,0.4344879156350093,0.7440000000000003,0.4655702784424194,0.7440000000000003,0.4543311948409302,0.7440000000000003,0.4745081983245654
0.7680000000000003,0.4315847583928675,0.7680000000000003,0.4164436776327808,0.7680000000000003,0.4422085470418827,0.7680000000000003,0.4393353810614845,0.7680000000000003,0.4548454568794076
0.7920000000000004,0.4145817741075354,0.7920000000000004,0.3990862434489389,0.7920000000000004,0.4204722584546793,0.7920000000000004,0.425076209195448,0.7920000000000004,0.4365277253320669
0.8160000000000004,0.3987266800092123,0.8160000000000004,0.3824931343365015,0.8160000000000004,0.4003300433483228,0.8160000000000004,0.4115606595172793,0.8160000000000004,0.419627573783681
0.8400000000000004,0.3839963443691849,0.8400000000000004,0.3667684440910484,0.8400000000000004,0.3818080838114337,0.8400000000000004,0.3988023361198446,0.8400000000000004,0.4041830548659791
0.8640000000000004,0.3703563217546572,0.8640000000000004,0.352015521947015,0.8640000000000004,0.3649348857908563,0.8640000000000004,0.3868113696326061,0.8640000000000004,0.3901854500134909
0.8880000000000005,0.3577653084735209,0.8880000000000005,0.3383114098527342,0.8880000000000005,0.3496960094272883,0.8880000000000005,0.3755873632357664,0.8880000000000005,0.3775718805695955
0.9120000000000005,0.34617435731935,0.9120000000000005,0.3256898881718341,0.9120000000000005,0.3360091081490675,0.9120000000000005,0.3651163602530982,0.9120000000000005,0.3662262186807922
0.9360000000000005,0.3355248398782645,0.9360000000000005,0.3141377628250342,0.9360000000000005,0.3237307959902784,0.9360000000000005,0.355371279336424,0.9360000000000005,0.3559939335118385
0.9600000000000005,0.3257491370418636,0.9600000000000005,0.3036028975955627,0.9600000000000005,0.3126892715127808,0.9600000000000005,0.3463145708062563,0.9600000000000005,0.3467105773060266
0.9840000000000005,0.3167740498543116,0.9840000000000005,0.2940079690061022,0.9840000000000005,0.3027179591997929,0.9840000000000005,0.3379017738643853,0.9840000000000005,0.3382293606861911
1.008,0.308525058302639,1.008,0.2852639859397429,1.008,0.2936721119077153,1.008,0.3300849775968503,1.008,0.3304329864955992
1.032,0.3009299396160708,1.032,0.2772804172191428,1.032,0.2854305377381127,1.032,0.3228156405200687,1.032,0.3232311090262165
1.056,0.2939211813903034,1.056,0.26997140604232,1.056,0.2778918030304027,1.056,0.3160466018161699,1.056,0.3165530188558503
1.080000000000001,0.2874372443681386,1.080000000000001,0.2632588687417804,1.080000000000001,0.270970184662478,1.080000000000001,0.3097333465336371,1.080000000000001,0.3103413548924816
1.104000000000001,0.2814229696905681,1.104000000000001,0.2570735495218058,1.104000000000001,0.2645926149430141,1.104000000000001,0.3038346834447597,1.104000000000001,0.3045479994559975
1.128000000000001,0.2758294425923238,1.128000000000001,0.2513549099546564,1.128000000000001,0.2586964692138836,1.128000000000001,0.298313007355392,1.128000000000001,0.2991316192995091
1.152000000000001,0.2706135569001694,1.152000000000001,0.246050443102771,1.152000000000001,0.2532278867449715,1.152000000000001,0.2931342919581597,1.152000000000001,0.2940561825184702
1.176000000000001,0.2657374451860823,1.176000000000001,0.2411147635050724,1.176000000000001,0.2481404234101452,1.176000000000001,0.2882679227662139,1.176000000000001,0.2892900055301711
1.2,0.2611678944501266,1.2,0.2365086861521785,1.2,0.2433939562210667,1.2,0.2836864623045504,1.2,0.2848050997218783
